time,signal,control
6824.02848,0.019801569,0.025111373
6824.078496,0.019737255,0.025189804
6824.12848,0.019599216,0.025221176
6824.178496,0.019636863,0.02514902
6824.22848,0.019563137,0.025104314
6824.278496,0.01963451,0.025024314
6824.32848,0.019527843,0.025021176
6824.378496,0.019528627,0.024982745
6824.42848,0.019553725,0.024773333
6824.478496,0.019397647,0.024974902
6824.52848,0.019446275,0.024942745
6824.578496,0.019436078,0.024974902
6824.62848,0.019429804,0.024946667
6824.678496,0.019481569,0.024931765
6824.72848,0.01940549,0.025054902
6824.778496,0.019519216,0.025052549
6824.82848,0.019560784,0.024971765
6824.878496,0.019498039,0.025083137
6824.92848,0.019545882,0.025157647
6824.978496,0.019632157,0.025047843
6825.02848,0.01954902,0.025133333
6825.078496,0.01945098,0.025116078
6825.12848,0.019345098,0.025145882
6825.178496,0.019468235,0.02488549
6825.22848,0.019392157,0.024962353
6825.278496,0.019535686,0.02488549
6825.32848,0.019551373,0.02496
6825.378496,0.019563922,0.025027451
6825.42848,0.01953098,0.024922353
6825.478496,0.019377255,0.024997647
6825.52848,0.01932,0.02482902
6825.578496,0.019611765,0.024771765
6825.62848,0.019775686,0.024901961
6825.678496,0.019763922,0.025024314
6825.72848,0.019694902,0.025167843
6825.778496,0.019661961,0.024945882
6825.82848,0.019590588,0.024952157
6825.878496,0.019637647,0.024815686
6825.92848,0.019682353,0.024802353
6825.978496,0.019643137,0.024818824
6826.02848,0.019720784,0.024896471
6826.078496,0.019796863,0.024813333
6826.12848,0.019734902,0.024977255
6826.178496,0.01972549,0.02486902
6826.22848,0.019535686,0.024893333
6826.278496,0.019636078,0.02482902
6826.32848,0.019629804,0.024738039
6826.378496,0.019612549,0.024935686
6826.42848,0.019729412,0.024789804
6826.478496,0.019587451,0.025072157
6826.52848,0.01957098,0.024910588
6826.578496,0.019489412,0.024892549
6826.62848,0.019115294,0.024699608
6826.678496,0.019167059,0.024236863
6826.72848,0.018803922,0.024046275
6826.778496,0.018783529,0.023883922
6826.82848,0.019051765,0.023391373
6826.878496,0.019233725,0.023842353
6826.92848,0.019323137,0.024138824
6826.978496,0.019288627,0.024497255
6827.02848,0.019342745,0.024651765
6827.078496,0.019265098,0.024564706
6827.12848,0.019322353,0.024724706
6827.178496,0.019417255,0.024642353
6827.22848,0.019345098,0.024705882
6827.278496,0.019429804,0.024658039
6827.32848,0.019476863,0.024721569
6827.378496,0.019567843,0.024833725
6827.42848,0.01954902,0.024795294
6827.478496,0.019498039,0.025055686
6827.52848,0.019625098,0.025047059
6827.578496,0.019581176,0.025020392
6827.62848,0.019551373,0.025141176
6827.678496,0.019615686,0.025087059
6827.72848,0.019510588,0.025243922
6827.778496,0.019497255,0.025163922
6827.82848,0.019475294,0.025122353
6827.878496,0.019345882,0.025193725
6827.92848,0.019512941,0.025108235
6827.978496,0.019449412,0.025152157
6828.02848,0.019464314,0.025191373
6828.078496,0.019410196,0.025122353
6828.12848,0.019316863,0.025070588
6828.178496,0.019466667,0.024927843
6828.22848,0.019447059,0.024938824
6828.278496,0.019513725,0.025009412
6828.32848,0.019523922,0.025007843
6828.378496,0.019464314,0.024969412
6828.42848,0.019627451,0.024770196
6828.478496,0.019527059,0.024825098
6828.52848,0.019505882,0.024861176
6828.578496,0.019391373,0.024782745
6828.62848,0.019326275,0.024841569
6828.678496,0.019369412,0.024792157
6828.72848,0.019236863,0.024676863
6828.778496,0.019192941,0.024697255
6828.82848,0.019217255,0.024505098
6828.878496,0.019229804,0.02464
6828.92848,0.019297255,0.024618824
6828.978496,0.019287843,0.024724706
6829.02848,0.019363137,0.024704314
6829.078496,0.019392941,0.02463451
6829.12848,0.019348235,0.024739608
6829.178496,0.019330196,0.02461098
6829.22848,0.019158431,0.024620392
6829.278496,0.018883137,0.024500392
6829.32848,0.01903451,0.024013333
6829.378496,0.01898902,0.024077647
6829.42848,0.019254902,0.024233725
6829.478496,0.019355294,0.024339608
6829.52848,0.019535686,0.02463451
6829.578496,0.019539608,0.024820392
6829.62848,0.019548235,0.024866667
6829.678496,0.019545882,0.024745098
6829.72848,0.019531765,0.02484549
6829.778496,0.019547451,0.024810196
6829.82848,0.019642353,0.024757647
6829.878496,0.019577255,0.024775686
6829.92848,0.019572549,0.024821176
6829.978496,0.019494902,0.02481098
6830.02848,0.019451765,0.024881569
6830.078496,0.01942902,0.024661176
6830.12848,0.019381176,0.024784314
6830.178496,0.01926902,0.024621961
6830.22848,0.018967059,0.024579608
6830.278496,0.019164706,0.024309804
6830.32848,0.019219608,0.024021176
6830.378496,0.019362353,0.024397647
6830.42848,0.019341961,0.024559216
6830.478496,0.019199216,0.024741961
6830.52848,0.019317647,0.024414118
6830.578496,0.01946902,0.024446275
6830.62848,0.019476078,0.024724706
6830.678496,0.01960549,0.024752941
6830.72848,0.019540392,0.024958431
6830.778496,0.019608627,0.024879216
6830.82848,0.019586667,0.024832157
6830.878496,0.019477647,0.024948235
6830.92848,0.019571765,0.024746667
6830.978496,0.019375686,0.024830588
6831.02848,0.019529412,0.024749804
6831.078496,0.019526275,0.024697255
6831.12848,0.019666667,0.024918431
6831.178496,0.019679216,0.024940392
6831.22848,0.019658039,0.025058824
6831.278496,0.019713725,0.024912941
6831.32848,0.019698039,0.024957647
6831.378496,0.019621961,0.024972549
6831.42848,0.019621176,0.024944314
6831.478496,0.019583529,0.024983529
6831.52848,0.019632157,0.024979608
6831.578496,0.019744314,0.024895686
6831.62848,0.019686275,0.025149804
6831.678496,0.019820392,0.025087843
6831.72848,0.019797647,0.025163137
6831.778496,0.019766275,0.025206275
6831.82848,0.019776471,0.025096471
6831.878496,0.019727843,0.025207059
6831.92848,0.019767843,0.025063529
6831.978496,0.019657255,0.025158431
6832.02848,0.01969098,0.025059608
6832.078496,0.019475294,0.024778824
6832.12848,0.019362353,0.024715294
6832.178496,0.019419608,0.024399216
6832.22848,0.01927451,0.02447451
6832.278496,0.019497255,0.024426667
6832.32848,0.019585098,0.024317647
6832.378496,0.019582745,0.024814118
6832.42848,0.019658039,0.024846275
6832.478496,0.019715294,0.024955294
6832.52848,0.019676078,0.024977255
6832.578496,0.019691765,0.024825098
6832.62848,0.019630588,0.024929412
6832.678496,0.019623529,0.024905882
6832.72848,0.019612549,0.024931765
6832.778496,0.019556078,0.02493098
6832.82848,0.019555294,0.024942745
6832.878496,0.019613333,0.024862745
6832.92848,0.019604706,0.024890196
6832.978496,0.019611765,0.024979608
6833.02848,0.019563137,0.025047059
6833.078496,0.019534118,0.025088627
6833.12848,0.019538039,0.025101176
6833.178496,0.019505882,0.025183529
6833.22848,0.019581961,0.025023529
6833.278496,0.019489412,0.024990588
6833.32848,0.019490196,0.024938824
6833.378496,0.01935451,0.024792157
6833.42848,0.019311373,0.024603922
6833.478496,0.019262745,0.024378824
6833.52848,0.019210196,0.024425882
6833.578496,0.019447843,0.024116078
6833.62848,0.019481569,0.024436078
6833.678496,0.019625098,0.02473098
6833.72848,0.019815686,0.024866667
6833.778496,0.019692549,0.025204706
6833.82848,0.019733333,0.025112157
6833.878496,0.019557647,0.025265882
6833.92848,0.019692549,0.02518902
6833.978496,0.019665882,0.025217255
6834.02848,0.019624314,0.025215686
6834.078496,0.019665098,0.025128627
6834.12848,0.019665098,0.025268235
6834.178496,0.019751373,0.025183529
6834.22848,0.019723137,0.02519451
6834.278496,0.019562353,0.025307451
6834.32848,0.019654118,0.025221176
6834.378496,0.019639216,0.025161569
6834.42848,0.019592941,0.025101961
6834.478496,0.01961098,0.024974118
6834.52848,0.019620392,0.024865882
6834.578496,0.019516078,0.024970196
6834.62848,0.019533333,0.024902745
6834.678496,0.019472157,0.024952157
6834.72848,0.01955451,0.024952941
6834.778496,0.019420392,0.02487451
6834.82848,0.019553725,0.024722353
6834.878496,0.019461176,0.02482902
6834.92848,0.01944549,0.024829804
6834.978496,0.019479216,0.024764706
6835.02848,0.019381961,0.024891765
6835.078496,0.01947451,0.024741961
6835.12848,0.01944549,0.024877647
6835.178496,0.019494118,0.024905882
6835.22848,0.019541961,0.024821176
6835.278496,0.019509804,0.024901961
6835.32848,0.019711373,0.024821176
6835.378496,0.019535686,0.024962353
6835.42848,0.019492549,0.024931765
6835.478496,0.019661961,0.02475451
6835.52848,0.019512157,0.024905098
6835.578496,0.019466667,0.024916863
6835.62848,0.019477647,0.024822745
6835.678496,0.019475294,0.024808627
6835.72848,0.019493333,0.024814902
6835.778496,0.019425098,0.024835294
6835.82848,0.019494902,0.024756863
6835.878496,0.019486275,0.024793725
6835.92848,0.019428235,0.024783529
6835.978496,0.019481569,0.024803137
6836.02848,0.019417255,0.024894902
6836.078496,0.019326275,0.024879216
6836.12848,0.019409412,0.024735686
6836.178496,0.019202353,0.024889412
6836.22848,0.019302745,0.024748235
6836.278496,0.019338824,0.02477098
6836.32848,0.019424314,0.024857255
6836.378496,0.019436863,0.024738039
6836.42848,0.019499608,0.024856471
6836.478496,0.019486275,0.024812549
6836.52848,0.019455686,0.024894118
6836.578496,0.019489412,0.024697255
6836.62848,0.019499608,0.024615686
6836.678496,0.019267451,0.024756078
6836.72848,0.019265098,0.024626667
6836.778496,0.019083137,0.024276078
6836.82848,0.019101176,0.024200784
6836.878496,0.019145098,0.024123922
6836.92848,0.019015686,0.024338039
6836.978496,0.019058824,0.024188235
6837.02848,0.018945882,0.024039216
6837.078496,0.019243137,0.02390902
6837.12848,0.019505098,0.023972549
6837.178496,0.019477647,0.024391373
6837.22848,0.019509804,0.024490196
6837.278496,0.019513725,0.024505098
6837.32848,0.019518431,0.024559216
6837.378496,0.019524706,0.024533333
6837.42848,0.019410196,0.024661176
6837.478496,0.019538039,0.024617255
6837.52848,0.019436863,0.024607059
6837.578496,0.019443137,0.024592157
6837.62848,0.0196,0.024570196
6837.678496,0.019511373,0.024671373
6837.72848,0.019611765,0.024614902
6837.778496,0.019523922,0.024683137
6837.82848,0.019341961,0.024776471
6837.878496,0.019447059,0.024583529
6837.92848,0.019368627,0.024706667
6837.978496,0.019640784,0.024683137
6838.02848,0.019557647,0.024706667
6838.078496,0.019400784,0.024821961
6838.12848,0.019528627,0.024680784
6838.178496,0.019521569,0.024785882
6838.22848,0.019547451,0.02493098
6838.278496,0.019632941,0.024712941
6838.32848,0.019532549,0.024883137
6838.378496,0.019641569,0.024703529
6838.42848,0.01964,0.024751373
6838.478496,0.019512941,0.024835294
6838.52848,0.019580392,0.024625098
6838.578496,0.019330196,0.024734902
6838.62848,0.019398431,0.024644706
6838.678496,0.019369412,0.024541176
6838.72848,0.019232941,0.024665098
6838.778496,0.019382745,0.02456549
6838.82848,0.019281569,0.024701176
6838.878496,0.01920549,0.024745882
6838.92848,0.01916549,0.02455451
6838.978496,0.019147451,0.024534902
6839.02848,0.019256471,0.024468235
6839.078496,0.019147451,0.024703529
6839.12848,0.019308235,0.024542745
6839.178496,0.019360784,0.024588235
6839.22848,0.019417255,0.024843137
6839.278496,0.019599216,0.024695686
6839.32848,0.019580392,0.024825882
6839.378496,0.019441569,0.024854902
6839.42848,0.019518431,0.024748235
6839.478496,0.019422745,0.024793725
6839.52848,0.019523922,0.024830588
6839.578496,0.019421176,0.024784314
6839.62848,0.019312157,0.024840784
6839.678496,0.019371765,0.024701961
6839.72848,0.019362353,0.024758431
6839.778496,0.019345098,0.024739608
6839.82848,0.019379608,0.024658039
6839.878496,0.019345098,0.024678431
6839.92848,0.019286275,0.024752941
6839.978496,0.019317647,0.024498039
6840.02848,0.019206275,0.024680784
6840.078496,0.019337255,0.024559216
6840.12848,0.019312941,0.02467451
6840.178496,0.01926902,0.024692549
6840.22848,0.019363922,0.024543529
6840.278496,0.019312941,0.024716863
6840.32848,0.019346667,0.024706667
6840.378496,0.019296471,0.024757647
6840.42848,0.019256471,0.024796078
6840.478496,0.019247843,0.024720784
6840.52848,0.01924549,0.024777255
6840.578496,0.019224314,0.024807843
6840.62848,0.019202353,0.024729412
6840.678496,0.019254902,0.024610196
6840.72848,0.019339608,0.024695686
6840.778496,0.019192157,0.024866667
6840.82848,0.019188235,0.024793725
6840.878496,0.019319216,0.024609412
6840.92848,0.01926902,0.024789804
6840.978496,0.019316863,0.024776471
6841.02848,0.019374902,0.024703529
6841.078496,0.019203922,0.024746667
6841.12848,0.019251765,0.024692549
6841.178496,0.01924549,0.024716863
6841.22848,0.019221961,0.024753725
6841.278496,0.01917098,0.024786667
6841.32848,0.019201569,0.024824314
6841.378496,0.01924549,0.024827451
6841.42848,0.019187451,0.02484
6841.478496,0.019212549,0.024732549
6841.52848,0.019076078,0.024781961
6841.578496,0.019078431,0.024797647
6841.62848,0.019159216,0.024658039
6841.678496,0.019101961,0.024753725
6841.72848,0.01891451,0.024726275
6841.778496,0.018996078,0.024532549
6841.82848,0.019047059,0.024562353
6841.878496,0.019036078,0.024662745
6841.92848,0.019225882,0.024534118
6841.978496,0.01905098,0.02481098
6842.02848,0.019189804,0.024760784
6842.078496,0.019193725,0.024487843
6842.12848,0.019113725,0.024706667
6842.178496,0.019218824,0.024470588
6842.22848,0.019254118,0.024663529
6842.278496,0.01924549,0.024612549
6842.32848,0.01927451,0.024559216
6842.378496,0.019244706,0.024535686
6842.42848,0.019349804,0.024503529
6842.478496,0.019145882,0.024528627
6842.52848,0.019254902,0.024487843
6842.578496,0.019244706,0.024527059
6842.62848,0.019187451,0.024602353
6842.678496,0.019281569,0.024534902
6842.72848,0.019305882,0.024638431
6842.778496,0.019344314,0.024664314
6842.82848,0.019351373,0.024609412
6842.878496,0.019247059,0.024669804
6842.92848,0.019338039,0.024583529
6842.978496,0.019457255,0.02431451
6843.02848,0.019437647,0.024461176
6843.078496,0.01942902,0.024578824
6843.12848,0.019312941,0.024677647
6843.178496,0.019461176,0.024562353
6843.22848,0.019444706,0.024529412
6843.278496,0.01937098,0.024723137
6843.32848,0.019356078,0.024756863
6843.378496,0.019366275,0.02467451
6843.42848,0.019157647,0.024741176
6843.478496,0.019133333,0.024482353
6843.52848,0.01904549,0.024401569
6843.578496,0.019117647,0.024251765
6843.62848,0.019221176,0.024044706
6843.678496,0.019185098,0.024224314
6843.72848,0.019244706,0.024316078
6843.778496,0.01927451,0.024214118
6843.82848,0.019407059,0.024209412
6843.878496,0.019294902,0.024279216
6843.92848,0.019275294,0.024295686
6843.978496,0.019166275,0.024307451
6844.02848,0.019129412,0.024297255
6844.078496,0.019109804,0.024402353
6844.12848,0.019083922,0.024258824
6844.178496,0.019036863,0.024374118
6844.22848,0.019036863,0.024348235
6844.278496,0.01891451,0.024323922
6844.32848,0.019087843,0.02435451
6844.378496,0.018996078,0.024464314
6844.42848,0.018913725,0.024367843
6844.478496,0.019042353,0.024341961
6844.52848,0.019058824,0.024355294
6844.578496,0.01922902,0.024537255
6844.62848,0.019341961,0.024530196
6844.678496,0.019173333,0.024762353
6844.72848,0.019341176,0.024802353
6844.778496,0.019232941,0.024782745
6844.82848,0.019328627,0.024786667
6844.878496,0.019243922,0.024541176
6844.92848,0.019167843,0.024854118
6844.978496,0.019128627,0.024671373
6845.02848,0.019019608,0.024621176
6845.078496,0.018996863,0.02451451
6845.12848,0.019156863,0.024350588
6845.178496,0.019097255,0.024427451
6845.22848,0.019282353,0.024448627
6845.278496,0.019430588,0.024413333
6845.32848,0.019318431,0.024524706
6845.378496,0.019424314,0.024417255
6845.42848,0.019288627,0.024545882
6845.478496,0.019368627,0.024516078
6845.52848,0.019379608,0.024515294
6845.578496,0.019397647,0.02457098
6845.62848,0.019499608,0.024447843
6845.678496,0.01940549,0.024647843
6845.72848,0.01940549,0.024593725
6845.778496,0.019222745,0.024578039
6845.82848,0.019358431,0.024638431
6845.878496,0.019412549,0.024438431
6845.92848,0.019460392,0.024534902
6845.978496,0.019403922,0.024576471
6846.02848,0.019407843,0.02461098
6846.078496,0.019449412,0.024621961
6846.12848,0.019276078,0.02467451
6846.178496,0.019102745,0.024534902
6846.22848,0.019281569,0.024361569
6846.278496,0.01928,0.024465098
6846.32848,0.019225882,0.024503529
6846.378496,0.019323137,0.024298824
6846.42848,0.01929098,0.02435451
6846.478496,0.019369412,0.02437098
6846.52848,0.019276863,0.024449412
6846.578496,0.019203137,0.024410196
6846.62848,0.019252549,0.024449412
6846.678496,0.019118431,0.024460392
6846.72848,0.019204706,0.024464314
6846.778496,0.019107451,0.024395294
6846.82848,0.019110588,0.024500392
6846.878496,0.019225098,0.02427451
6846.92848,0.01916549,0.024418824
6846.978496,0.019256471,0.024392157
6847.02848,0.019118431,0.024454902
6847.078496,0.019216471,0.024447843
6847.12848,0.019103529,0.024400784
6847.178496,0.019138824,0.024427451
6847.22848,0.019010196,0.024237647
6847.278496,0.018786667,0.024210196
6847.32848,0.018923137,0.02400549
6847.378496,0.018828235,0.023903529
6847.42848,0.018849412,0.024044706
6847.478496,0.018969412,0.023916863
6847.52848,0.018947451,0.024142745
6847.578496,0.019075294,0.024182745
6847.62848,0.019135686,0.024196863
6847.678496,0.019100392,0.024386667
6847.72848,0.019192941,0.024283922
6847.778496,0.019195294,0.024403922
6847.82848,0.019147451,0.0244
6847.878496,0.019153725,0.024396078
6847.92848,0.019079216,0.024527843
6847.978496,0.019227451,0.02438902
6848.02848,0.019182745,0.024451765
6848.078496,0.019250196,0.024472157
6848.12848,0.019308235,0.024331765
6848.178496,0.019166275,0.024538039
6848.22848,0.019332549,0.024338824
6848.278496,0.019196863,0.02444549
6848.32848,0.019271373,0.024447059
6848.378496,0.019271373,0.024403137
6848.42848,0.019201569,0.024534118
6848.478496,0.019336471,0.024326275
6848.52848,0.019226667,0.024497255
6848.578496,0.019299608,0.024427451
6848.62848,0.019304314,0.024283137
6848.678496,0.019242353,0.0246
6848.72848,0.019330196,0.024508235
6848.778496,0.01928,0.024532549
6848.82848,0.019287843,0.024489412
6848.878496,0.0192,0.02440549
6848.92848,0.019247059,0.024410196
6848.978496,0.019260392,0.02449098
6849.02848,0.01928,0.024527059
6849.078496,0.019320784,0.02456
6849.12848,0.019316078,0.024413333
6849.178496,0.019331765,0.024586667
6849.22848,0.01946902,0.024496471
6849.278496,0.019348235,0.02463451
6849.32848,0.019338039,0.02472
6849.378496,0.019316863,0.024459608
6849.42848,0.019220392,0.024735686
6849.478496,0.019322353,0.024596863
6849.52848,0.019328627,0.024698039
6849.578496,0.019481569,0.024716078
6849.62848,0.019469804,0.024553725
6849.678496,0.019258039,0.024695686
6849.72848,0.019270588,0.024544314
6849.778496,0.019229804,0.024483137
6849.82848,0.019161569,0.024613333
6849.878496,0.019128627,0.024494902
6849.92848,0.01915451,0.024560784
6849.978496,0.019139608,0.024623529
6850.02848,0.019071373,0.024561569
6850.078496,0.019161569,0.024517647
6850.12848,0.019142745,0.02449098
6850.178496,0.019163922,0.024613333
6850.22848,0.019151373,0.024548235
6850.278496,0.01913098,0.024503529
6850.32848,0.019021176,0.024580392
6850.378496,0.019083137,0.024408627
6850.42848,0.019078431,0.024536471
6850.478496,0.019007059,0.024574902
6850.52848,0.018970196,0.024423529
6850.578496,0.019054902,0.024441569
6850.62848,0.019151373,0.024439216
6850.678496,0.019101961,0.024535686
6850.72848,0.019277647,0.024407843
6850.778496,0.019216471,0.024562353
6850.82848,0.01916,0.024690196
6850.878496,0.019196078,0.02452
6850.92848,0.019232941,0.024529412
6850.978496,0.019333333,0.02456549
6851.02848,0.019351373,0.024446275
6851.078496,0.019192941,0.024557647
6851.12848,0.019283137,0.024586667
6851.178496,0.019256471,0.024421961
6851.22848,0.01918902,0.024508235
6851.278496,0.019385882,0.024202353
6851.32848,0.019203137,0.024464314
6851.378496,0.01935451,0.024447843
6851.42848,0.019341176,0.024442353
6851.478496,0.019321569,0.024523137
6851.52848,0.019375686,0.024185098
6851.578496,0.019343529,0.024478431
6851.62848,0.019423529,0.02442902
6851.678496,0.019477647,0.024450196
6851.72848,0.019291765,0.024598431
6851.778496,0.019304314,0.024425882
6851.82848,0.019236863,0.024436863
6851.878496,0.019329412,0.024549804
6851.92848,0.019400784,0.024300392
6851.978496,0.01926902,0.02459451
6852.02848,0.01952,0.024498824
6852.078496,0.019371765,0.024632157
6852.12848,0.019557647,0.024629804
6852.178496,0.019549804,0.024579608
6852.22848,0.019409412,0.024704314
6852.278496,0.019516078,0.024527843
6852.32848,0.019376471,0.024752157
6852.378496,0.019461961,0.024570196
6852.42848,0.019323137,0.024537255
6852.478496,0.019151373,0.024576471
6852.52848,0.019206275,0.024436078
6852.578496,0.019150588,0.024483137
6852.62848,0.019102745,0.024374118
6852.678496,0.019091765,0.024396078
6852.72848,0.019176471,0.02444
6852.778496,0.019170196,0.024469804
6852.82848,0.019195294,0.024423529
6852.878496,0.01914902,0.024487059
6852.92848,0.019259608,0.024453333
6852.978496,0.019167059,0.024448627
6853.028448,0.019288627,0.024505098
6853.078464,0.019207843,0.024481569
6853.128448,0.019184314,0.024511373
6853.178464,0.019271373,0.024330196
6853.228448,0.01921098,0.024499608
6853.278464,0.01915451,0.024520784
6853.328448,0.01912,0.024360784
6853.378464,0.019183529,0.024451765
6853.428448,0.019157647,0.024578824
6853.478464,0.019196078,0.024637647
6853.528448,0.019163137,0.024596863
6853.578464,0.019232157,0.02452
6853.628448,0.019251765,0.024600784
6853.678464,0.019178039,0.024700392
6853.728448,0.019258824,0.024625882
6853.778464,0.019229804,0.024617255
